Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
District of Columbia,2020,29,2020-07-18,121,105,,23,,0,,,0,,0,26,,13,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
District of Columbia,2020,30,2020-07-25,123,102,,24,,0,0,,,,,28,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2020,31,2020-08-01,130,117,0,24,,,,,0,,,36,12,10,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
District of Columbia,2020,32,2020-08-08,117,91,0,14,,,,,,0,,19,10,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2020,33,2020-08-15,117,99,,22,,0,,,,,,23,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2020,34,2020-08-22,113,91,0,22,,,0,,,,,24,,11,10,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
District of Columbia,2020,35,2020-08-29,137,116,,22,,,,,,,0,30,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2020,36,2020-09-05,140,115,,19,,,,,,,,31,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2020,37,2020-09-12,124,107,,22,,,,,0,0,,30,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2020,38,2020-09-19,105,89,,16,,0,,,0,,,21,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2020,39,2020-09-26,110,99,0,18,,,,,,,,32,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2020,40,2020-10-03,132,115,,23,,0,,,,,14,17,,10,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9)
District of Columbia,2020,41,2020-10-10,136,126,,24,,,,,0,,14,23,13,13,11,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,
District of Columbia,2020,42,2020-10-17,112,104,,21,,,0,,,0,15,13,12,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2020,43,2020-10-24,101,91,0,22,,,,,0,,,18,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2020,44,2020-10-31,117,112,,23,,,,,0,,18,28,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2020,45,2020-11-07,121,110,,27,0,,,,,0,10,26,,12,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9)
District of Columbia,2020,46,2020-11-14,102,92,,16,,0,0,,,0,,22,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2020,47,2020-11-21,80,77,,18,,0,,,,0,,16,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2020,48,2020-11-28,44,43,,11,,0,0,0,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Florida,2019,1,2019-01-05,"4,220","3,805",52,893,136,134,60,259,44,69,62,979,252,0,0,,,,,,,,,,,,,,,
Florida,2019,2,2019-01-12,"4,202","3,842",42,936,99,116,68,276,67,81,51,976,269,0,0,,,,,,,,,,,,,,,
Florida,2019,3,2019-01-19,"4,201","3,817",51,842,113,134,69,251,54,72,56,969,309,0,0,,,,,,,,,,,,,,,
Florida,2019,4,2019-01-26,"4,180","3,841",54,878,135,145,73,236,68,72,59,976,263,0,0,,,,,,,,,,,,,,,
Florida,2019,5,2019-02-02,"4,342","3,990",58,914,129,143,66,253,70,55,59,"1,034",274,0,0,,,,,,,,,,,,,,,
Florida,2019,6,2019-02-09,"4,327","3,915",53,909,144,147,71,263,51,63,60,975,265,0,0,,,,,,,,,,,,,,,
Florida,2019,7,2019-02-16,"4,282","3,902",52,929,144,130,66,250,67,83,75,994,257,0,0,,,,,,,,,,,,,,,
Florida,2019,8,2019-02-23,"4,165","3,786",54,884,123,126,68,262,73,71,53,949,293,0,0,,,,,,,,,,,,,,,
Florida,2019,9,2019-03-02,"4,289","3,895",54,926,139,124,63,275,51,70,40,"1,017",267,0,0,,,,,,,,,,,,,,,
Florida,2019,10,2019-03-09,"4,157","3,813",54,944,132,120,60,255,53,67,46,975,249,0,0,,,,,,,,,,,,,,,
Florida,2019,11,2019-03-16,"4,193","3,831",54,930,109,118,77,252,56,75,60,954,280,0,0,,,,,,,,,,,,,,,
Florida,2019,12,2019-03-23,"4,190","3,808",59,878,107,116,70,265,70,78,57,"1,009",293,0,0,,,,,,,,,,,,,,,
Florida,2019,13,2019-03-30,"4,354","3,967",59,922,139,153,42,257,50,64,55,"1,006",319,0,0,,,,,,,,,,,,,,,
Florida,2019,14,2019-04-06,"4,224","3,824",58,861,123,132,63,235,50,74,49,949,308,0,0,,,,,,,,,,,,,,,
Florida,2019,15,2019-04-13,"4,277","3,881",66,915,115,112,51,280,70,66,58,993,282,0,0,,,,,,,,,,,,,,,
Florida,2019,16,2019-04-20,"4,102","3,721",51,910,122,138,50,254,55,68,62,892,261,0,0,,,,,,,,,,,,,,,
Florida,2019,17,2019-04-27,"4,122","3,746",47,859,113,138,50,248,45,56,55,999,284,0,0,,,,,,,,,,,,,,,
Florida,2019,18,2019-05-04,"4,070","3,693",45,908,104,146,53,229,60,59,49,947,295,0,0,,,,,,,,,,,,,,,
Florida,2019,19,2019-05-11,"4,126","3,755",48,870,137,128,46,243,65,58,63,946,279,0,0,,,,,,,,,,,,,,,
Florida,2019,20,2019-05-18,"4,097","3,729",41,935,123,141,41,218,37,58,69,987,274,0,0,,,,,,,,,,,,,,,
Florida,2019,21,2019-05-25,"3,944","3,592",37,912,105,134,55,238,51,49,74,880,212,0,0,,,,,,,,,,,,,,,
Florida,2019,22,2019-06-01,"3,970","3,603",57,849,111,101,40,233,57,62,53,933,241,0,0,,,,,,,,,,,,,,,
Florida,2019,23,2019-06-08,"3,996","3,594",51,880,133,127,47,234,56,61,50,883,268,0,0,,,,,,,,,,,,,,,
Florida,2019,24,2019-06-15,"3,863","3,501",43,875,114,118,51,223,59,54,63,921,204,0,0,,,,,,,,,,,,,,,
Florida,2019,25,2019-06-22,"3,946","3,578",45,836,124,132,45,233,52,64,63,943,278,0,0,,,,,,,,,,,,,,,
Florida,2019,26,2019-06-29,"3,860","3,517",38,866,118,101,50,230,63,49,62,906,247,0,0,,,,,,,,,,,,,,,
Florida,2019,27,2019-07-06,"3,906","3,507",33,825,121,114,56,220,59,60,70,883,296,0,0,,,,,,,,,,,,,,,
Florida,2019,28,2019-07-13,"3,904","3,538",42,866,131,122,37,231,55,69,70,890,263,0,0,,,,,,,,,,,,,,,
Florida,2019,29,2019-07-20,"3,789","3,429",38,863,88,107,45,229,49,60,59,857,247,0,0,,,,,,,,,,,,,,,
Florida,2019,30,2019-07-27,"3,866","3,528",48,859,133,123,44,209,53,66,53,849,252,0,0,,,,,,,,,,,,,,,
Florida,2019,31,2019-08-03,"3,899","3,565",51,878,119,148,42,214,61,43,63,886,277,0,0,,,,,,,,,,,,,,,
Florida,2019,32,2019-08-10,"3,700","3,372",46,829,119,108,52,194,46,58,63,841,260,0,0,,,,,,,,,,,,,,,
Florida,2019,33,2019-08-17,"3,659","3,317",33,867,109,107,33,193,55,59,53,836,237,0,0,,,,,,,,,,,,,,,
Florida,2019,34,2019-08-24,"3,785","3,411",37,851,103,116,52,213,35,47,54,860,245,0,0,,,,,,,,,,,,,,,
Florida,2019,35,2019-08-31,"3,722","3,363",50,862,113,105,44,220,48,60,53,816,244,0,0,,,,,,,,,,,,,,,
Florida,2019,36,2019-09-07,"3,723","3,347",46,848,118,130,41,175,56,57,60,822,271,0,0,,,,,,,,,,,,,,,
Florida,2019,37,2019-09-14,"3,717","3,356",40,813,114,118,33,207,51,49,52,835,275,0,0,,,,,,,,,,,,,,,
Florida,2019,38,2019-09-21,"3,801","3,420",50,800,97,119,48,221,39,59,56,828,267,0,0,,,,,,,,,,,,,,,
Florida,2019,39,2019-09-28,"3,744","3,383",53,824,101,116,50,192,40,62,61,852,284,0,0,,,,,,,,,,,,,,,
Florida,2019,40,2019-10-05,"3,832","3,453",34,861,107,140,30,225,52,58,59,827,262,0,0,,,,,,,,,,,,,,,
Florida,2019,41,2019-10-12,"3,862","3,462",55,921,102,122,33,199,49,57,71,857,246,0,0,,,,,,,,,,,,,,,
Florida,2019,42,2019-10-19,"3,753","3,382",39,827,119,125,43,206,58,61,57,838,276,0,0,,,,,,,,,,,,,,,
Florida,2019,43,2019-10-26,"3,727","3,373",48,841,95,118,43,198,45,66,44,823,264,0,0,,,,,,,,,,,,,,,
Florida,2019,44,2019-11-02,"3,886","3,484",42,854,123,110,53,236,56,56,49,842,257,0,0,,,,,,,,,,,,,,,
Florida,2019,45,2019-11-09,"3,992","3,591",43,891,104,118,53,218,54,71,60,890,280,0,0,,,,,,,,,,,,,,,
Florida,2019,46,2019-11-16,"4,090","3,681",61,920,132,135,43,197,51,73,53,897,290,0,0,,,,,,,,,,,,,,,
Florida,2019,47,2019-11-23,"4,055","3,692",40,806,117,129,38,222,49,62,57,"1,009",319,0,0,,,,,,,,,,,,,,,
Florida,2019,48,2019-11-30,"4,045","3,622",62,822,108,121,39,218,57,58,62,955,283,0,0,,,,,,,,,,,,,,,
Florida,2019,49,2019-12-07,"4,219","3,877",61,886,135,112,66,262,67,82,66,"1,006",305,0,0,,,,,,,,,,,,,,,
Florida,2019,50,2019-12-14,"4,331","3,954",59,896,136,143,66,224,66,75,74,957,319,0,0,,,,,,,,,,,,,,,
Florida,2019,51,2019-12-21,"4,149","3,791",66,840,144,118,71,238,60,72,65,983,305,0,0,,,,,,,,,,,,,,,
Florida,2019,52,2019-12-28,"4,309","3,906",56,843,145,133,94,275,52,56,70,"1,015",291,0,0,,,,,,,,,,,,,,,
Florida,2020,1,2020-01-04,"4,341","3,928",60,873,136,127,87,265,59,75,55,"1,013",277,0,0,,,,,,,,,,,,,,,
Florida,2020,2,2020-01-11,"4,409","3,996",54,896,132,124,87,288,63,55,61,"1,021",315,0,0,,,,,,,,,,,,,,,
Florida,2020,3,2020-01-18,"4,384","3,993",54,867,121,129,76,287,66,72,75,"1,000",344,0,0,,,,,,,,,,,,,,,
Florida,2020,4,2020-01-25,"4,387","4,010",54,930,124,144,90,282,55,66,66,"1,003",300,0,0,,,,,,,,,,,,,,,
Florida,2020,5,2020-02-01,"4,419","4,037",55,888,153,141,76,268,66,69,76,993,313,0,0,,,,,,,,,,,,,,,
Florida,2020,6,2020-02-08,"4,385","4,012",47,878,160,142,79,255,65,76,65,"1,060",289,0,0,,,,,,,,,,,,,,,
Florida,2020,7,2020-02-15,"4,358","3,952",54,883,131,122,86,285,65,77,56,"1,021",297,0,0,,,,,,,,,,,,,,,
Florida,2020,8,2020-02-22,"4,416","3,982",66,925,136,126,79,252,61,68,72,955,327,0,0,,,,,,,,,,,,,,,
Florida,2020,9,2020-02-29,"4,398","3,993",49,883,120,127,80,263,60,73,71,"1,044",297,0,0,,,,,,,,,,,,,,,
Florida,2020,10,2020-03-07,"4,520","4,106",45,925,148,131,91,287,42,65,78,"1,006",310,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Florida,2020,11,2020-03-14,"4,435","4,001",49,927,125,127,85,273,65,80,67,980,329,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Florida,2020,12,2020-03-21,"4,362","3,909",63,890,131,129,101,276,60,61,65,951,275,17,16,,,,,,,,,,,,,,,
Florida,2020,13,2020-03-28,"4,461","4,043",60,934,149,129,88,249,76,43,79,959,303,92,91,,,,,,,,,,,,,,,
Florida,2020,14,2020-04-04,"4,497","4,103",63,883,138,123,91,256,57,51,78,972,312,219,210,,,,,,,,,,,,,,,
Florida,2020,15,2020-04-11,"4,545","4,132",49,915,149,132,72,234,50,64,78,942,282,303,287,,,,,,,,,,,,,,,
Florida,2020,16,2020-04-18,"4,416","4,023",54,848,164,150,59,225,41,58,54,911,296,310,296,,,,,,,,,,,,,,,
Florida,2020,17,2020-04-25,"4,554","4,132",49,864,148,158,61,255,36,55,68,930,314,325,293,,,,,,,,,,,,,,,
Florida,2020,18,2020-05-02,"4,351","3,901",52,861,157,142,49,204,49,48,66,848,296,308,279,,,,,,,,,,,,,,,
Florida,2020,19,2020-05-09,"4,407","3,952",56,861,139,119,61,216,52,69,49,931,259,290,257,,,,,,,,,,,,,,,
Florida,2020,20,2020-05-16,"4,279","3,864",47,866,136,132,57,233,38,57,70,890,292,257,219,,,,,,,,,,,,,,,
Florida,2020,21,2020-05-23,"4,360","3,896",45,869,152,132,53,216,41,57,60,945,263,236,200,,,,,,,,,,,,,,,
Florida,2020,22,2020-05-30,"4,211","3,776",45,823,137,133,45,187,45,70,55,890,270,230,193,,,,,,,,,,,,,,,
Florida,2020,23,2020-06-06,"4,264","3,842",43,884,116,142,50,211,45,69,72,898,285,222,171,,,,,,,,,,,,,,,
Florida,2020,24,2020-06-13,"4,256","3,835",40,826,125,116,47,203,48,53,73,944,300,193,162,,,,,,,,,,,,,,,
Florida,2020,25,2020-06-20,"4,407","3,969",37,865,152,131,48,218,43,58,74,913,311,220,191,,,,,,,,,,,,,,,
Florida,2020,26,2020-06-27,"4,504","4,056",51,832,134,133,44,214,52,57,92,949,298,322,270,,,,,,,,,,,,,,,
Florida,2020,27,2020-07-04,"4,725","4,295",49,880,163,145,62,202,50,63,88,993,272,466,410,,,,,,,,,,,,,,,
Florida,2020,28,2020-07-11,"5,083","4,661",58,860,168,128,53,238,53,64,92,"1,045",296,782,700,,,,,,,,,,,,,,,
Florida,2020,29,2020-07-18,"5,507","5,073",58,807,180,167,63,221,55,64,106,984,323,"1,182","1,062",,,,,,,,,,,,,,,
Florida,2020,30,2020-07-25,"5,704","5,284",46,888,170,164,63,216,47,52,86,"1,029",316,"1,414","1,266",,,,,,,,,,,,,,,
Florida,2020,31,2020-08-01,"5,793","5,379",40,891,152,183,63,228,38,58,103,"1,018",313,"1,515","1,362",,,,,,,,,,,,,,,
Florida,2020,32,2020-08-08,"5,585","5,169",40,905,138,151,43,208,48,65,117,956,294,"1,401","1,255",,,,,,,,,,,,,,,
Florida,2020,33,2020-08-15,"5,509","5,086",52,873,136,166,51,221,39,79,122,979,337,"1,181","1,055",,,,,,,,,,,,,,,
Florida,2020,34,2020-08-22,"5,202","4,824",43,877,173,150,67,227,50,54,103,951,303,950,854,,,,,,,,,,,,,,,
Florida,2020,35,2020-08-29,"5,010","4,620",51,857,153,164,49,201,47,64,99,961,297,802,718,,,,,,,,,,,,,,,
Florida,2020,36,2020-09-05,"4,757","4,325",56,836,139,143,46,206,52,67,102,951,292,653,577,,,,,,,,,,,,,,,
Florida,2020,37,2020-09-12,"4,507","4,108",64,837,131,121,60,197,43,44,127,870,287,519,456,,,,,,,,,,,,,,,
Florida,2020,38,2020-09-19,"4,661","4,243",48,902,141,138,53,195,50,56,128,967,265,431,379,,,,,,,,,,,,,,,
Florida,2020,39,2020-09-26,"4,440","4,067",55,880,134,152,44,188,52,60,134,884,293,416,352,,,,,,,,,,,,,,,
Florida,2020,40,2020-10-03,"4,345","4,027",55,881,131,122,43,198,41,73,187,870,244,315,284,,,,,,,,,,,,,,,
Florida,2020,41,2020-10-10,"4,523","4,175",49,841,155,138,51,194,44,60,209,874,313,331,285,,,,,,,,,,,,,,,
Florida,2020,42,2020-10-17,"4,379","4,067",46,905,134,131,58,202,49,64,186,853,257,327,295,,,,,,,,,,,,,,,
Florida,2020,43,2020-10-24,"4,317","4,002",40,872,130,146,37,193,50,61,179,880,299,289,261,,,,,,,,,,,,,,,
Florida,2020,44,2020-10-31,"4,236","3,971",45,850,133,112,55,183,40,55,231,831,278,303,261,,,,,,,,,,,,,,,
Florida,2020,45,2020-11-07,"4,248","3,960",36,832,134,126,41,170,35,60,285,870,274,296,262,,,,,,,,,,,,,,,
Florida,2020,46,2020-11-14,"4,347","4,108",43,842,138,135,51,205,44,57,262,872,289,383,351,,,,,,,,,,,,,,,
Florida,2020,47,2020-11-21,"4,049","3,821",50,818,152,129,43,192,39,50,232,803,279,316,283,,,,,,,,,,,,,,,
Florida,2020,48,2020-11-28,"2,937","2,818",38,666,82,108,28,146,38,41,177,581,183,147,138,,,,,,,,,,,,,,,
Georgia,2019,1,2019-01-05,"1,803","1,640",34,324,64,75,51,110,29,38,18,437,83,0,0,,,,,,,,,,,,,,,
Georgia,2019,2,2019-01-12,"1,743","1,613",33,344,44,78,37,127,30,32,19,422,83,0,0,,,,,,,,,,,,,,,
Georgia,2019,3,2019-01-19,"1,796","1,658",35,357,57,104,33,99,43,61,24,396,96,0,0,,,,,,,,,,,,,,,
Georgia,2019,4,2019-01-26,"1,731","1,617",33,345,65,81,38,96,36,38,29,411,94,0,0,,,,,,,,,,,,,,,
Georgia,2019,5,2019-02-02,"1,761","1,628",36,357,46,103,19,97,40,38,20,418,89,0,0,,,,,,,,,,,,,,,
Georgia,2019,6,2019-02-09,"1,671","1,538",28,360,47,84,16,119,35,49,18,356,98,0,0,,,,,,,,,,,,,,,
Georgia,2019,7,2019-02-16,"1,646","1,545",37,326,40,90,43,111,39,42,23,382,82,0,0,,,,,,,,,,,,,,,
Georgia,2019,8,2019-02-23,"1,714","1,590",49,352,55,68,45,97,54,44,20,354,111,0,0,,,,,,,,,,,,,,,
Georgia,2019,9,2019-03-02,"1,695","1,558",36,353,50,71,45,97,31,34,21,374,89,0,0,,,,,,,,,,,,,,,
Georgia,2019,10,2019-03-09,"1,717","1,567",32,315,53,88,43,96,33,41,23,408,100,0,0,,,,,,,,,,,,,,,
Georgia,2019,11,2019-03-16,"1,706","1,550",35,354,38,76,29,104,46,29,23,397,71,0,0,,,,,,,,,,,,,,,
Georgia,2019,12,2019-03-23,"1,692","1,543",37,344,53,77,30,94,33,48,24,395,65,0,0,,,,,,,,,,,,,,,
Georgia,2019,13,2019-03-30,"1,685","1,546",37,353,49,85,33,105,40,28,22,384,88,0,0,,,,,,,,,,,,,,,
Georgia,2019,14,2019-04-06,"1,654","1,484",38,325,45,81,31,87,25,28,11,385,102,0,0,,,,,,,,,,,,,,,
Georgia,2019,15,2019-04-13,"1,654","1,497",42,311,43,78,27,84,46,40,18,383,88,0,0,,,,,,,,,,,,,,,
Georgia,2019,16,2019-04-20,"1,644","1,512",45,326,46,78,29,99,35,43,20,371,80,0,0,,,,,,,,,,,,,,,
Georgia,2019,17,2019-04-27,"1,749","1,586",25,354,64,86,37,98,38,40,20,405,87,0,0,,,,,,,,,,,,,,,
Georgia,2019,18,2019-05-04,"1,713","1,557",53,352,38,74,28,105,47,52,23,370,73,0,0,,,,,,,,,,,,,,,
Georgia,2019,19,2019-05-11,"1,639","1,505",25,355,47,72,18,93,35,49,21,366,86,0,0,,,,,,,,,,,,,,,
Georgia,2019,20,2019-05-18,"1,560","1,429",28,322,50,74,13,99,25,38,22,367,88,0,0,,,,,,,,,,,,,,,
Georgia,2019,21,2019-05-25,"1,578","1,434",24,351,43,66,17,88,34,36,20,379,73,0,0,,,,,,,,,,,,,,,
Georgia,2019,22,2019-06-01,"1,624","1,451",30,317,50,84,22,82,41,39,17,383,80,0,0,,,,,,,,,,,,,,,
Georgia,2019,23,2019-06-08,"1,619","1,465",32,333,46,84,19,87,30,39,25,360,81,0,0,,,,,,,,,,,,,,,
Georgia,2019,24,2019-06-15,"1,575","1,435",25,345,44,77,15,78,33,35,24,383,82,0,0,,,,,,,,,,,,,,,
Georgia,2019,25,2019-06-22,"1,591","1,459",39,342,51,64,22,89,33,48,26,358,81,0,0,,,,,,,,,,,,,,,
Georgia,2019,26,2019-06-29,"1,515","1,401",33,336,38,85,22,85,30,30,15,349,89,0,0,,,,,,,,,,,,,,,
Georgia,2019,27,2019-07-06,"1,529","1,379",34,343,34,90,16,71,21,25,17,355,79,0,0,,,,,,,,,,,,,,,
Georgia,2019,28,2019-07-13,"1,589","1,458",28,326,43,89,17,89,23,49,24,388,80,0,0,,,,,,,,,,,,,,,
Georgia,2019,29,2019-07-20,"1,628","1,467",43,317,42,85,23,84,29,42,23,369,78,0,0,,,,,,,,,,,,,,,
Georgia,2019,30,2019-07-27,"1,621","1,482",31,371,34,89,24,64,26,37,18,356,84,0,0,,,,,,,,,,,,,,,
Georgia,2019,31,2019-08-03,"1,609","1,489",32,370,42,66,24,91,34,38,20,363,80,0,0,,,,,,,,,,,,,,,
Georgia,2019,32,2019-08-10,"1,573","1,418",27,329,30,79,19,85,38,49,23,339,70,0,0,,,,,,,,,,,,,,,
Georgia,2019,33,2019-08-17,"1,607","1,452",28,349,33,80,17,74,38,30,25,358,84,0,0,,,,,,,,,,,,,,,
Georgia,2019,34,2019-08-24,"1,540","1,399",39,341,34,73,20,85,23,34,24,343,67,0,0,,,,,,,,,,,,,,,
Georgia,2019,35,2019-08-31,"1,553","1,421",25,349,40,88,16,62,28,30,19,344,85,0,0,,,,,,,,,,,,,,,
Georgia,2019,36,2019-09-07,"1,598","1,465",27,340,39,78,15,90,31,42,26,347,90,0,0,,,,,,,,,,,,,,,
Georgia,2019,37,2019-09-14,"1,608","1,465",31,339,41,92,24,87,39,30,23,352,73,0,0,,,,,,,,,,,,,,,
Georgia,2019,38,2019-09-21,"1,531","1,370",25,322,38,78,20,84,37,44,19,318,70,0,0,,,,,,,,,,,,,,,
Georgia,2019,39,2019-09-28,"1,651","1,489",28,356,53,77,19,84,45,39,32,342,84,0,0,,,,,,,,,,,,,,,
Georgia,2019,40,2019-10-05,"1,593","1,444",27,343,44,103,23,70,36,35,32,337,91,0,0,,,,,,,,,,,,,,,
Georgia,2019,41,2019-10-12,"1,586","1,454",23,352,41,67,23,90,29,45,17,340,88,0,0,,,,,,,,,,,,,,,
Georgia,2019,42,2019-10-19,"1,592","1,457",39,369,43,79,15,72,32,32,17,358,84,0,0,,,,,,,,,,,,,,,
Georgia,2019,43,2019-10-26,"1,610","1,492",37,332,39,64,21,87,40,36,18,377,92,0,0,,,,,,,,,,,,,,,
Georgia,2019,44,2019-11-02,"1,665","1,521",32,347,47,74,13,87,20,32,27,372,106,0,0,,,,,,,,,,,,,,,
Georgia,2019,45,2019-11-09,"1,683","1,540",45,349,41,80,18,88,36,47,20,375,99,0,0,,,,,,,,,,,,,,,
Georgia,2019,46,2019-11-16,"1,666","1,542",29,338,45,82,30,98,29,32,19,373,75,0,0,,,,,,,,,,,,,,,
Georgia,2019,47,2019-11-23,"1,798","1,663",30,388,56,89,24,80,42,39,28,437,96,0,0,,,,,,,,,,,,,,,
Georgia,2019,48,2019-11-30,"1,731","1,613",35,344,48,86,30,94,44,42,24,391,104,0,0,,,,,,,,,,,,,,,
Georgia,2019,49,2019-12-07,"1,686","1,541",45,309,64,81,14,95,35,39,30,388,87,0,0,,,,,,,,,,,,,,,
Georgia,2019,50,2019-12-14,"1,711","1,587",30,346,53,94,39,103,38,44,31,374,86,0,0,,,,,,,,,,,,,,,
Georgia,2019,51,2019-12-21,"1,737","1,608",30,351,52,87,33,101,40,42,30,380,98,0,0,,,,,,,,,,,,,,,
Georgia,2019,52,2019-12-28,"1,775","1,645",41,343,51,104,42,104,58,40,27,420,98,0,0,,,,,,,,,,,,,,,
Georgia,2020,1,2020-01-04,"1,801","1,655",41,337,61,83,61,99,44,41,23,401,93,0,0,,,,,,,,,,,,,,,
Georgia,2020,2,2020-01-11,"1,801","1,660",40,342,43,109,44,118,51,41,20,398,74,0,0,,,,,,,,,,,,,,,
